Id,Insult
1,0.1757529996913617
2,0.7993447685761864
3,0.1166748606042951
4,0.38652826040344734
5,0.9672033513968897
6,0.698564508780415
7,0.2702507622582729
8,0.07736051790224645
9,0.2689086370078622
10,0.9246380555184454
11,0.3033202774629108
12,0.783009862439903
13,0.05956047419098138
14,0.26128815463906396
15,0.9640769653416099
16,0.1793010961236784
17,0.1401587752716435
18,0.18875093374536206
19,0.2866900861181778
20,0.27767052923774443
21,0.5966705249094322
22,0.2097130852083713
23,0.2355752588338058
24,0.07004573406236574
25,0.17671578649527822
26,0.8349202808313733
27,0.23727441284243372
28,0.1793010961236784
29,0.2009285875615399
30,0.18296807881714117
31,0.23857063372540727
32,0.10746613253480775
33,0.14049918292391725
34,0.05762885287021016
35,0.9407956737610559
36,0.39372484690465837
37,0.13417630527264993
38,0.9095853507042064
39,0.10826751556148909
40,0.7962817864641347
41,0.6977643038738292
42,0.0020718586438369293
43,0.23971689815486974
44,0.07338463355523718
45,0.18972265607023311
46,0.04152946174867721
47,0.028103459743860918
48,0.1266181257923245
49,0.2561441539543248
50,0.288604489709336
51,0.16226382756611504
52,0.07225409315225173
53,0.16943156065859022
54,0.21199435559088345
55,0.23522911363664845
56,0.771237398811815
57,0.7728141352305588
58,0.7465904794444869
59,0.10912074767241106
60,0.10406302898451439
61,0.12143279894468624
62,0.07258997103838284
63,0.08577792207497623
64,0.23559104004569204
65,0.6621253248179054
66,0.19579734813076044
67,0.1793010961236784
68,0.24677620155945854
69,0.08399072702646883
70,0.9996165026956981
71,0.9793806232596823
72,0.07670915179802762
73,0.27410241533467233
74,0.2701609795641571
75,0.7775088458371916
76,0.6651773806599812
77,0.22719170257421908
78,0.2042847530013058
79,0.24993490411424338
80,0.1057337116240381
81,0.7285168098777292
82,0.08510100249289215
83,0.12386916147297251
84,0.1793010961236784
85,0.2217761311884659
86,0.0957978606048966
87,0.42404306752428816
88,0.16935055023815712
89,0.1378967107459491
90,0.1515593124005226
91,0.23185755846561718
92,0.1060850046708908
93,0.335241508623427
94,0.2794162377977824
95,0.1737681034808094
96,0.08239395781265624
97,0.6222141990545494
98,0.19132639964423914
99,0.07308653733590643
100,0.10084246228641881
101,0.32534416871140803
102,0.48868146216550945
103,0.23740902911837763
104,0.1136019766022444
105,0.36675956096110013
106,0.4321209278003152
107,0.2965282957937704
108,0.1692224368689123
109,0.8231065256297654
110,0.29479004658387464
111,0.1972979197725206
112,0.3821163274806127
113,0.3946713695102067
114,0.8516292625626789
115,0.1632026004148782
116,0.8253046166041712
117,0.06223300205546899
118,0.1793010961236784
119,0.8516377082081864
120,0.07446710313798637
121,0.23541567753857062
122,0.1528461287457785
123,0.056784985864304346
124,0.41071596449338954
125,0.21262483422143288
126,0.18895535507713923
127,0.8149802548635637
128,0.1465547575915439
129,0.14621333491590383
130,0.08289278678411675
131,0.1318398995304531
132,0.13857981270576594
133,0.10615708674227324
134,0.29321788669165183
135,0.6928694851332539
136,0.11282949003961672
137,0.7722969076434689
138,0.6727608206156548
139,0.18780485342905678
140,0.46581496919099286
141,0.16684454134863816
142,0.8617346921686591
143,0.35130669077784177
144,0.1291450776869269
145,0.13115545973654724
146,0.04206978808017829
147,0.14798532998975697
148,0.7059143836662696
149,0.1438745102947422
150,0.3547472545178866
151,0.1793010961236784
152,0.3299718837277202
153,0.042926332497608403
154,0.49358280767137314
155,0.15940884440759637
156,0.1824735418342333
157,0.6469295406642577
158,0.1793010961236784
159,0.16983514762550775
160,0.6079146626678968
161,0.09790821435879324
162,0.13315343526437137
163,0.5002873924996288
164,0.1155145720763149
165,0.7689617266353853
166,0.28259462581715206
167,0.03948706106025327
168,0.30629919320032206
169,0.9915415232331467
170,0.1342146938406537
171,0.6937288969582318
172,0.18663312331465748
173,0.12431571745690119
174,0.9632146179130222
175,0.6808153515618927
176,0.953828767290005
177,0.2953335912208668
178,0.1793010961236784
179,0.7226504078915612
180,0.7885475629464076
181,0.046423777535595324
182,0.38486650560987534
183,0.24584934510914813
184,0.38592406935973156
185,0.11321800287039711
186,0.24751720935323662
187,0.15565196350431956
188,0.13562844063511845
189,0.9921541710837877
190,0.2133852355715235
191,0.1793010961236784
192,0.9876173101795259
193,0.20657702038005857
194,0.04252273875233295
195,0.18644297156112422
196,0.12970646687714654
197,0.17432442192923228
198,0.012458725173291437
199,0.7344938958186346
200,0.4135924459914482
201,0.29250975017335945
202,0.3588713640760369
203,0.955684027291684
204,0.17962488712515357
205,0.8712556209201298
206,0.6840868042324767
207,0.13305690586329494
208,0.8515396709786283
209,0.07877108494482934
210,0.09338292516669251
211,0.20850456636569312
212,0.2045976801439022
213,0.438173359473707
214,0.318036659907595
215,0.3566636322147918
216,0.1306766412506596
217,0.6253872559202684
218,0.9373880909497664
219,0.11908596288410277
220,0.25230119908318877
221,0.1932167037622692
222,0.5597457422057782
223,0.6192672410134209
224,0.7158044690291328
225,0.9955079634849393
226,0.1793010961236784
227,0.5006474568895483
228,0.10977531512470722
229,0.6614312059090937
230,0.04259029922409557
231,0.17552797672522158
232,0.08461175428923441
233,0.3280514641950086
234,0.19970444607021548
235,0.5611591037403703
236,0.14358519434343617
237,0.1561950410023973
238,0.8434034108845949
239,0.17599166202702696
240,0.7945614934959887
241,0.07456068637524146
242,0.13843246896955308
243,0.7049582700889424
244,0.35873511362992927
245,0.5216219271711366
246,0.10648119990872063
247,0.23273469231881047
248,0.8009005034578701
249,0.6830192814543901
250,0.3130680408403982
251,0.7979136645749622
252,0.8417458593122399
253,0.09870459740515511
254,0.8748295545843636
255,0.0798895683508148
256,0.11746060841203379
257,0.1793010961236784
258,0.07523494689268966
259,0.411273343743023
260,0.1793010961236784
261,0.19963436031688397
262,0.28317535762622925
263,0.17441088184048226
264,0.019326490995647084
265,0.043960167730497324
266,0.028509872536683266
267,0.37536051438332296
268,0.846417106209111
269,0.917215010752836
270,0.9448940657875335
271,0.25844226300741013
272,0.11124227793830502
273,0.258043648513839
274,0.1041607829396329
275,0.10128158174292469
276,0.16940765597687055
277,0.14967499798327036
278,0.16787963201925146
279,0.4209581572970751
280,0.8834200442583489
281,0.01375967315454019
282,0.24198903800467372
283,0.35207377150436087
284,0.0030648222603729073
285,0.08127624768037399
286,0.873732311472082
287,0.17052967812454195
288,0.5366052767821375
289,0.31591157418158283
290,0.27931170562058066
291,0.7740271012024341
292,0.21759381708026648
293,0.23759798419347827
294,0.1768286713181847
295,0.3608450742511942
296,0.7225255641142964
297,0.1515593124005226
298,0.9238773415690715
299,0.10365213821095205
300,0.14258335910886002
301,0.1515593124005226
302,0.0946371180554497
303,0.177819537489337
304,0.19986540823578286
305,0.1793010961236784
306,0.14238230026321166
307,0.5826837914473914
308,0.1683608130916806
309,0.7016994917122151
310,0.3130680408403982
311,0.26945684588140356
312,0.0461332032617386
313,0.11925054258270398
314,0.15226483675367128
315,0.9992978047686571
316,0.1793010961236784
317,0.7830726749738509
318,0.35694422594642145
319,0.21925565962645074
320,0.7016994917122151
321,0.16783427331707343
322,0.0977338651277712
323,0.11731116617427716
324,0.24798575899034228
325,0.646529370204015
326,0.6910322685523748
327,0.34509737821347847
328,0.16118460006212693
329,0.931023746171699
330,0.23326579103079542
331,0.20456807366348673
332,0.0795965230304883
333,0.355116171854678
334,0.1934486373994165
335,0.1793010961236784
336,0.17226585275290437
